498,131,1113,94,1116,151,501,188,KARTU KELUARGA
129,253,308,244,309,266,130,275,Nama Kepala Keluarga
131,280,191,277,192,299,132,302,Alamat
132,305,193,302,194,323,133,326,RT/RW
133,332,258,325,259,345,134,352,Desa/Kelurahan
1016,213,1104,208,1105,227,1017,231,Kecamatan
1017,236,1143,229,1144,250,1018,257,Kabupaten/Kota
1018,257,1098,253,1099,274,1019,278,Kode Pos
1019,280,1085,276,1087,297,1020,301,Provinsi
233,369,353,363,354,385,234,391,Nama Lengkap
527,351,564,349,565,372,528,374,NIK
633,337,686,334,687,355,634,358,Jenis
883,323,951,319,953,340,885,344,Tanggal
976,327,1038,324,1039,346,978,349,Agama
1116,320,1213,315,1214,332,1117,337,Pendidikan
1344,305,1477,297,1478,318,1345,326,Jenis Pekerjaan
76,381,106,379,107,398,77,399,No.
88,433,100,432,100,446,88,447,1
89,456,101,455,102,469,90,470,2
90,476,102,476,103,490,91,490,3
91,499,103,498,104,512,92,513,4
92,520,104,519,105,533,93,534,5
93,542,105,541,106,555,94,556,6
95,564,107,563,108,577,96,578,7
96,586,108,585,109,599,97,600,8
98,608,110,607,110,621,99,622,9
99,629,115,629,116,643,100,644,10
738,343,846,337,846,354,739,360,Tempat Lahir
625,360,695,356,695,373,626,376,Kelamin
892,343,943,340,944,359,893,362,Lahir
92,679,123,678,124,695,93,697,No.
107,733,116,732,116,746,108,746,1
108,755,117,754,118,768,108,768,2
109,777,119,777,119,791,110,791,3
110,799,120,798,120,812,111,813,4
111,821,121,820,122,834,112,835,5
112,843,122,842,123,856,113,857,6
113,865,123,864,124,878,114,879,7
115,887,124,886,125,900,115,901,8
116,909,125,908,126,922,116,923,9
116,930,131,930,132,943,117,944,10
276,656,419,649,420,670,276,676,Status Hubungan
697,632,848,624,849,644,698,652,Dokumen Imigrasi
1188,604,1325,596,1326,616,1189,623,Nama Orang Tua
168,665,221,662,222,679,168,682,Status
441,658,586,651,588,672,443,679,Kewarganegaraan
1080,634,1126,631,1127,651,1081,654,Ayah
1398,614,1427,613,1428,632,1399,634,Ibu
149,687,244,682,245,699,149,704,Perkawinan
286,679,414,672,415,689,287,696,Dalam Keluarga
639,661,730,657,731,673,640,678,No. Paspor
791,651,931,642,932,661,792,670,No. KITAS/KITAP
173,987,343,978,345,998,174,1007,Dikeluarkan Tanggal
1194,939,1486,919,1488,944,1196,964,A DINAS KEPENUDUDUKAN DAN
734,976,915,966,917,987,735,997,KEPALA KELUARGA
175,1013,254,1009,255,1025,176,1029,LEMBAR
734,976,915,966,917,987,735,997,KEPALA KELUARGA
385,1000,539,992,540,1012,386,1020,I.Kepala Keluarga
1239,960,1381,951,1382,972,1240,981,CATATAN SIPIL
383,1022,432,1019,433,1042,384,1044,II.RT
381,1051,538,1042,540,1062,382,1070,III.Desa/Kelurahan
384,1075,503,1068,504,1087,385,1093,IV.Kecamatan
756,1089,913,1079,915,1100,758,1110,Tanda Tangan/Cap Jempol
1161,1042,1468,1022,1470,1048,1163,1068,Drs. PANCARIA SEMBIRING, MDA
1215,1063,1437,1050,1438,1069,1216,1083,NIP.19601027198703 1 006
1272,72,1497,60,1498,89,1274,98,K 1008103224255
579,188,981,167,983,203,580,223,No. 1008109459101736
327,272,536,261,537,278,328,289,GANG WONOAYU NO. 444
328,297,348,296,349,313,329,314,-/-
330,323,377,320,378,337,331,340,PALU
1159,207,1232,203,1233,220,1160,224,MALANG
1160,230,1271,224,1272,242,1161,247,BANDA ACEH
1161,253,1211,250,1212,267,1162,270,63658
1162,273,1233,269,1234,287,1163,290,BANTEN
326,246,463,239,463,256,327,263,SITI MARDHIYAH
762,1069,916,1061,917,1080,763,1088,SITI MARDHIYAH
114,432,225,426,225,441,114,447,SITI MARDHIYAH
490,410,614,404,614,418,491,425,1008102103721894
620,404,683,400,684,414,620,418,LAKI-LAKI
707,399,799,394,800,408,708,413,PEKALONGAN
886,388,955,384,956,398,887,402,21-03-1972
961,384,1005,381,1006,395,961,398,HINDU
1060,377,1252,367,1253,381,1061,391,AKADEMI/DIPLOMA III/S. MUDA
1279,365,1335,362,1335,376,1280,379,PASTUR
132,732,177,730,178,744,132,746,KAWIN
270,724,395,718,396,732,270,738,KEPALA KELUARGA
443,714,472,713,472,727,443,728,WNI
957,685,1059,679,1059,693,958,699,KASIYAH UTAMI
1272,666,1442,658,1443,673,1272,682,DRS. ERIK GUNARTO, M.TI.
115,454,301,444,302,461,116,470,TGK. AZALEA SIREGAR, S.E.I
491,432,615,426,615,440,492,447,1008104105761894
621,425,705,421,706,435,622,440,PEREMPUAN
708,420,785,416,786,430,709,434,SEMARANG
887,410,956,406,957,420,888,424,01-05-1976
962,405,1006,403,1007,417,962,419,HINDU
1061,399,1213,391,1213,405,1062,413,TIDAK/BELUM SEKOLAH
1280,387,1347,383,1348,398,1281,401,PERAWAT
133,754,178,752,179,766,133,768,KAWIN
271,746,308,744,308,758,271,760,ISTRI
444,736,473,735,473,749,445,750,WNI
958,707,1066,701,1067,715,959,721,OLIVIA SUARTINI
1273,688,1463,678,1464,694,1273,704,KH. ATMAJA HIDAYANTO, S.E.I
116,476,197,472,198,486,117,491,IFA JANUAR
492,454,616,448,617,462,493,469,1008104909761894
622,447,706,443,707,457,623,461,PEREMPUAN
710,442,757,440,758,454,710,456,BATAM
888,432,958,428,958,442,889,446,09-09-1976
963,427,1008,425,1008,439,964,441,HINDU
1062,421,1255,411,1255,425,1063,435,AKADEMI/DIPLOMA III/S. MUDA
1281,409,1382,404,1383,418,1282,423,BURUH HARIAN
134,776,179,774,180,788,135,790,KAWIN
272,768,309,766,309,780,273,782,ISTRI
445,758,474,757,475,771,446,772,WNI
959,729,1125,720,1126,736,960,744,BAKTIADI SANTOSO, M.PD
1274,710,1401,704,1402,718,1275,724,DRAJAT PANGESTU
117,498,301,488,302,505,118,514,KARMAN WULANDARI, S.PSI
493,476,617,470,618,484,494,491,1008104101771894
623,469,707,465,708,479,624,483,PEREMPUAN
711,464,815,459,816,473,712,478,LUBUKLINGGAU
890,454,959,450,960,464,891,468,01-01-1977
964,449,1043,445,1044,459,965,463,KONGHUCU
1064,443,1178,437,1178,451,1065,457,SLTA/SEDERAJAT
1283,431,1343,428,1344,442,1284,445,PENELITI
135,798,181,796,182,810,136,812,KAWIN
273,790,310,788,311,802,274,804,ISTRI
447,780,475,778,476,793,447,794,WNI
961,750,1080,744,1080,758,962,764,GALUR SIMBOLON
1275,732,1400,726,1401,740,1276,746,TGK. TINA NARPATI
118,520,253,513,254,527,119,534,IR. DALIMA NASYIAH
495,498,618,492,619,506,495,512,1008106608821894
624,491,708,487,709,501,625,505,PEREMPUAN
712,486,774,483,775,497,713,500,CILEGON
891,475,960,472,961,486,892,490,26-08-1982
966,471,1025,468,1025,482,966,485,KRISTEN
1065,465,1211,457,1212,471,1066,479,TAMAT SD/SEDERAJAT
1284,453,1371,448,1372,462,1285,467,KONSTRUKSI
137,820,182,818,183,832,137,834,KAWIN
275,812,314,810,315,824,275,826,ANAK
448,802,477,800,477,814,448,816,WNI
962,772,1069,767,1070,781,963,786,SITI MARDHIYAH
1277,754,1457,745,1458,760,1277,770,TGK. AZALEA SIREGAR, S.E.I
120,542,272,534,273,548,121,556,H. HARDANA ANDRIANI
496,520,620,513,620,528,497,534,1008106009891894
626,513,710,509,711,523,627,527,PEREMPUAN
713,508,808,503,808,517,714,522,BANJARMASIN
892,497,961,494,962,508,893,511,20-09-1989
967,493,1011,491,1012,505,967,507,HINDU
1066,487,1259,477,1259,491,1067,501,AKADEMI/DIPLOMA III/S. MUDA
1285,475,1327,472,1328,486,1286,489,GURU
138,842,230,837,231,851,138,856,BELUM KAWIN
276,834,315,832,316,846,276,848,ANAK
449,824,478,822,478,836,450,838,WNI
963,794,1070,789,1071,803,964,808,SITI MARDHIYAH
1278,776,1356,772,1357,786,1278,790,IFA JANUAR
121,564,271,556,272,570,122,578,CARAKA NAINGGOLAN
497,542,621,535,622,550,498,556,1008102810991894
627,535,690,532,691,546,628,549,LAKI-LAKI
715,530,761,528,762,542,716,544,TEGAL
894,519,963,516,964,530,895,533,28-10-1999
968,515,1027,512,1028,526,969,529,KRISTEN
1068,509,1158,504,1159,518,1068,523,D-IV/STRATA I
1287,496,1420,490,1421,504,1288,511,KARYAWAN SWASTA
139,864,185,861,186,875,140,878,KAWIN
277,856,317,854,318,868,278,870,ANAK
450,846,479,844,480,858,451,860,WNI
965,816,1072,811,1072,825,965,830,SITI MARDHIYAH
1279,798,1456,789,1457,804,1280,814,KARMAN WULANDARI, S.PSI
371,978,468,973,469,992,372,997,27-01-2010
