81,271,315,272,314,380,80,379,NIK
80,449,270,450,270,502,80,501,Nama
92,530,591,533,591,592,91,589,Tempat/Tgl Lahir
88,615,497,617,497,666,88,664,Jenis Kelamin
1422,616,1758,618,1758,676,1422,674,Gol Darah
76,691,307,692,306,753,75,752,Alamat
239,773,476,774,476,836,239,835,RT/RW
237,852,535,859,532,920,235,913,Kel/Des
238,939,598,941,598,1000,238,998,Kecamatan
70,1027,300,1017,302,1081,72,1091,Agama
73,1105,647,1108,647,1166,73,1163,Status Perkawinan
71,1183,381,1191,378,1256,69,1247,Pekerjaan
67,1268,640,1274,639,1335,66,1329,Kewarganegaraan
70,1346,535,1358,533,1419,69,1407,Berlaku Hingga
870,59,2074,66,2074,133,870,126,PROVINSI MALUKU UTARA
1071,154,1874,159,1873,226,1070,221,KOTA BENGKULU
711,283,1959,291,1958,375,710,367,3865473321753343
782,457,1320,460,1320,509,782,506,MAYA SURYONO
781,539,1528,543,1528,602,781,598,SEMARANG, 17-05-1987
781,617,1195,619,1195,667,781,665,PEREMPUAN
1858,621,1905,621,1905,668,1858,668,A
781,703,1454,707,1453,756,780,752,GG. JAKARTA NO. 46
780,785,1014,786,1014,834,780,833,565/737
780,865,1062,866,1061,915,779,914,PADANG
779,947,2105,954,2105,1003,779,996,KOTA ADMINISTRASI JAKARTA SELATAN
779,1027,1069,1029,1068,1078,778,1076,KATOLIK
778,1113,998,1114,998,1161,778,1160,KAWIN
778,1191,1066,1192,1065,1241,778,1240,PENSIUN
777,1273,932,1274,932,1321,777,1320,WNA
777,1355,1278,1358,1278,1407,777,1404,SEUMUR HIDUP
1727,1236,3053,1244,3052,1293,1726,1285,KOTA ADMINISTRASI JAKARTA SELATAN
2223,1325,2555,1327,2555,1375,2223,1373,26-11-2001
