79,335,313,329,315,437,81,443,NIK
83,513,273,508,274,560,84,565,Nama
97,593,597,582,598,641,98,652,Tempat/Tgl Lahir
96,678,505,669,506,718,97,727,Jenis Kelamin
1429,641,1765,633,1767,691,1431,699,Gol Darah
86,755,317,749,318,810,87,816,Alamat
252,832,489,826,490,888,253,894,RT/RW
251,911,549,910,549,971,252,972,Kel/Des
255,998,615,989,617,1048,257,1057,Kecamatan
90,1091,319,1074,324,1138,94,1155,Agama
95,1169,669,1155,671,1213,97,1227,Status Perkawinan
95,1247,405,1245,405,1310,96,1311,Pekerjaan
94,1332,667,1321,668,1382,95,1393,Kewarganegaraan
99,1410,564,1409,565,1470,100,1471,Berlaku Hingga
1033,96,1894,76,1896,143,1034,163,PROVINSI MALUKU
1070,189,1861,171,1863,238,1071,256,KOTA DENPASAR
709,329,1957,300,1959,384,711,413,8667766036007354
785,500,1461,484,1462,533,786,549,TIRTAYASA ZULAIKA
787,582,1678,561,1679,620,788,641,LHOKSEUMAWE, 08-05-2014
789,660,1115,652,1116,699,790,707,LAKI-LAKI
1866,660,1889,659,1889,679,1866,680,-
791,746,1705,725,1707,774,792,795,JALAN MOCH. TOHA NO. 154
793,828,1027,823,1028,871,794,876,829/737
795,908,1271,897,1273,946,796,957,PURWOKERTO
796,990,1276,979,1277,1028,798,1039,BANJARMASIN
798,1070,1000,1065,1001,1114,799,1119,ISLAM
800,1156,1269,1145,1270,1193,801,1204,BELUM KAWIN
802,1234,1033,1229,1034,1278,803,1283,DOSEN
804,1316,930,1313,931,1360,805,1363,WNI
806,1398,1138,1390,1139,1438,807,1446,14-10-2020
2139,1243,2692,1230,2693,1279,2140,1292,PALANGKARAYA
2251,1326,2583,1318,2584,1366,2252,1374,10-03-1983
