78,325,312,320,314,428,80,433,NIK
81,503,271,499,272,551,82,555,Nama
95,584,595,574,596,633,96,643,Tempat/Tgl Lahir
94,669,503,661,504,710,95,718,Jenis Kelamin
1427,636,1763,630,1764,688,1428,694,Gol Darah
83,745,314,740,315,801,84,806,Alamat
249,823,486,818,487,880,250,885,RT/RW
248,902,546,902,546,963,249,963,Kel/Des
252,989,612,982,613,1040,253,1048,Kecamatan
86,1081,316,1065,320,1129,90,1145,Agama
91,1159,665,1147,666,1205,93,1217,Status Perkawinan
91,1237,401,1237,400,1302,91,1301,Pekerjaan
90,1322,663,1314,663,1375,90,1383,Kewarganegaraan
94,1400,559,1401,560,1462,94,1461,Berlaku Hingga
820,94,2106,69,2108,136,822,161,PROVINSI SULAWESI UTARA
1127,182,1803,169,1804,236,1129,249,KOTA SABANG
708,321,1956,297,1957,381,710,405,6280095442921275
783,493,1526,478,1527,527,784,542,CHELSEA LAKSMIWATI
785,575,1391,563,1392,621,786,633,MEDAN, 02-11-2007
787,653,1112,646,1113,693,787,700,LAKI-LAKI
1863,630,1957,628,1958,675,1864,677,AB
788,739,1843,718,1844,767,789,788,JALAN TUBAGUS ISMAIL NO. 111
790,821,1024,816,1025,864,791,869,559/365
791,901,2038,876,2039,925,792,950,KOTA ADMINISTRASI JAKARTA BARAT
793,983,1153,976,1154,1023,794,1030,PAREPARE
795,1063,1179,1055,1180,1104,796,1112,KONGHUCU
796,1149,1016,1145,1017,1191,797,1196,KAWIN
798,1227,1108,1221,1109,1268,799,1274,PENDETA
800,1309,955,1306,955,1353,801,1356,WNA
801,1391,1133,1384,1134,1432,802,1439,02-01-1979
2272,1238,2547,1232,2548,1281,2273,1287,LANGSA
2246,1324,2578,1318,2579,1365,2247,1372,22-03-2014
