509,120,1141,105,1142,163,510,179,KARTU KELUARGA
128,233,311,229,312,252,128,255,Nama Kepala Keluarga
128,260,190,258,191,281,129,282,Alamat
128,285,192,284,192,306,129,307,RT/RW
129,313,257,311,257,331,129,333,Desa/Kelurahan
1037,223,1127,221,1128,240,1037,241,Kecamatan
1037,246,1167,244,1167,266,1038,268,Kabupaten/Kota
1038,268,1120,267,1121,288,1038,290,Kode Pos
1038,291,1106,290,1107,312,1039,313,Provinsi
229,355,353,353,353,375,230,377,Nama Lengkap
276,385,307,385,308,407,276,407,(1)
532,347,570,346,570,369,532,370,NIK
536,381,568,380,568,401,536,401,(2)
641,336,695,335,695,356,641,357,Jenis
651,379,685,378,686,398,651,398,(3)
789,376,818,375,819,395,789,395,(4)
919,373,948,373,949,391,919,392,(5)
1010,371,1037,371,1038,389,1010,389,(6)
1173,367,1202,366,1202,384,1173,385,(7)
1425,362,1453,361,1453,378,1425,378,(8)
898,330,967,329,968,351,898,352,Tanggal
993,338,1056,337,1057,359,993,361,Agama
1136,336,1235,334,1235,351,1137,353,Pendidikan
1370,329,1506,325,1507,347,1370,351,Jenis Pekerjaan
69,361,99,360,99,379,69,380,No.
79,415,91,415,91,429,79,429,1
79,438,91,438,92,452,79,452,2
79,459,92,459,92,473,80,474,3
80,483,92,482,92,497,80,497,4
80,504,92,504,93,518,81,519,5
81,527,93,526,93,541,81,541,6
82,549,94,549,94,563,82,564,7
82,572,94,571,94,586,82,586,8
83,594,95,594,95,608,83,609,9
83,617,100,616,100,631,83,631,10
748,346,858,344,859,361,748,363,Tempat Lahir
632,359,703,358,703,375,632,376,Kelamin
906,352,958,351,959,370,907,371,Lahir
75,668,106,667,106,685,75,686,No.
88,723,97,723,97,736,88,737,1
88,745,98,745,98,759,88,759,2
88,768,98,768,98,782,88,783,3
88,791,98,790,99,805,89,805,4
89,813,99,813,99,827,89,827,5
89,836,99,835,99,850,89,850,6
90,858,99,858,100,872,90,872,7
90,881,100,880,100,895,90,895,8
90,903,100,903,101,917,91,917,9
90,926,105,925,105,939,90,939,10
263,650,410,648,411,669,263,671,Status Hubungan
695,641,851,638,851,659,696,661,Dokumen Imigrasi
1199,629,1341,627,1341,647,1200,649,Nama Orang Tua
152,655,207,654,208,672,152,673,Status
166,698,195,697,195,716,167,716,(9)
319,694,357,694,357,712,320,713,(10)
488,691,527,690,528,708,488,709,(11)
663,687,702,686,702,704,664,705,(12)
845,682,883,682,883,700,846,701,(13)
1093,677,1132,677,1133,695,1093,696,(14)
1410,671,1449,670,1450,689,1410,689,(15)
433,658,582,656,582,677,433,680,Kewarganegaraan
1088,656,1135,655,1135,676,1088,676,Ayah
1414,647,1444,647,1444,667,1414,668,Ibu
132,677,230,676,230,693,132,694,Perkawinan
273,674,404,671,405,689,273,692,Dalam Keluarga
636,669,729,667,729,684,636,685,No. Paspor
791,663,935,659,935,679,792,683,No. KITAS/KITAP
147,985,321,982,322,1002,147,1005,Dikeluarkan Tanggal
1194,973,1494,963,1494,988,1195,998,A DINAS KEPENUDUDUKAN DAN
721,994,907,991,908,1012,721,1016,KEPALA KELUARGA
147,1012,228,1010,228,1027,147,1029,LEMBAR
721,994,907,991,908,1012,721,1016,KEPALA KELUARGA
363,1007,521,1004,522,1024,363,1027,I.Kepala Keluarga
1239,996,1385,992,1385,1014,1239,1018,CATATAN SIPIL
360,1028,411,1027,411,1051,360,1052,II.RT
357,1058,519,1055,519,1075,357,1078,III.Desa/Kelurahan
357,1083,481,1081,482,1100,357,1102,IV.Kecamatan
740,1110,901,1106,902,1128,741,1132,Tanda Tangan/Cap Jempol
1156,1077,1472,1068,1472,1094,1157,1103,Drs. PANCARIA SEMBIRING, MDA
1211,1101,1439,1095,1439,1115,1211,1121,NIP.19601027198703 1 006
1305,88,1535,84,1535,106,1306,114,K 7409634315968
590,182,1002,176,1003,205,591,218,No. 7409633597350608
332,260,527,257,527,270,332,273,GANG S. PARMAN NO. 7
332,286,375,285,375,298,332,299,09/13
332,312,440,310,440,323,333,325,TANGERANG
1186,223,1279,221,1279,235,1186,236,BENGKULU
1186,247,1297,245,1297,258,1186,260,PRABUMULIH
1186,271,1234,270,1235,283,1187,284,95257
1187,291,1356,289,1356,302,1187,305,SULAWESI SELATAN
331,234,554,230,554,243,331,247,CUT PADMA SIMANJUNTAK
749,1092,999,1088,999,1102,749,1107,CUT PADMA SIMANJUNTAK
