503,126,1127,99,1129,157,505,183,KARTU KELUARGA
129,243,310,237,310,259,129,265,Nama Kepala Keluarga
129,270,191,268,191,290,130,292,Alamat
130,295,192,293,193,315,131,317,RT/RW
131,323,257,318,258,338,132,343,Desa/Kelurahan
1026,218,1115,215,1116,233,1027,236,Kecamatan
1027,241,1155,236,1156,258,1028,262,Kabupaten/Kota
1028,262,1109,260,1110,281,1028,284,Kode Pos
1028,286,1096,283,1096,305,1029,307,Provinsi
231,362,353,358,354,380,232,384,Nama Lengkap
277,391,308,390,309,412,278,413,(1)
529,349,567,347,568,371,530,372,NIK
534,382,566,381,566,402,535,403,(2)
637,336,690,334,691,356,638,357,Jenis
648,378,682,377,682,397,648,398,(3)
784,373,813,372,814,391,784,392,(4)
912,368,941,367,942,385,912,386,(5)
1001,365,1029,364,1030,382,1002,383,(6)
1163,358,1191,357,1192,374,1163,375,(7)
1411,348,1439,347,1440,364,1412,365,(8)
890,326,959,324,960,345,891,348,Tanggal
984,333,1047,331,1048,352,985,355,Agama
1126,328,1224,325,1224,341,1127,345,Pendidikan
1357,317,1491,311,1492,332,1357,338,Jenis Pekerjaan
73,371,102,370,103,389,73,390,No.
83,424,95,423,96,438,84,438,1
84,447,96,447,97,461,85,461,2
85,468,97,467,97,482,85,482,3
86,491,98,490,98,505,86,505,4
86,512,98,512,99,526,87,526,5
87,534,99,534,100,548,88,549,6
88,557,100,556,101,570,89,571,7
89,579,101,578,102,593,90,593,8
90,601,102,601,103,615,91,615,9
91,623,108,623,108,637,92,637,10
743,344,852,341,852,357,743,361,Tempat Lahir
628,360,699,357,699,374,629,376,Kelamin
899,347,951,346,951,364,900,366,Lahir
84,674,115,673,115,690,84,691,No.
97,728,106,727,107,741,98,742,1
98,750,108,750,108,763,98,764,2
99,773,108,772,109,786,99,787,3
99,795,109,794,110,809,100,809,4
100,817,110,817,110,831,101,831,5
101,839,111,839,111,853,101,853,6
102,861,111,861,112,875,102,876,7
102,884,112,883,113,897,103,898,8
103,906,113,905,113,920,104,920,9
103,928,118,927,119,941,104,942,10
269,653,415,648,415,670,270,673,Status Hubungan
696,637,849,631,850,651,697,657,Dokumen Imigrasi
1193,616,1333,611,1333,631,1194,636,Nama Orang Tua
160,660,215,658,215,675,161,677,Status
175,702,203,701,203,719,175,720,(9)
326,696,362,695,363,713,326,714,(10)
492,689,531,688,532,706,493,707,(11)
