85,399,319,388,324,495,90,507,NIK
94,577,284,567,286,619,96,628,Nama
110,657,609,633,612,692,112,716,Tempat/Tgl Lahir
111,742,519,722,522,771,113,791,Jenis Kelamin
1443,672,1779,656,1781,714,1446,730,Gol Darah
102,818,333,807,336,868,105,879,Alamat
270,891,507,880,510,942,273,953,RT/RW
272,970,570,962,571,1023,274,1031,Kel/Des
278,1057,638,1040,640,1099,281,1116,Kecamatan
114,1154,344,1132,350,1196,120,1218,Agama
122,1232,695,1205,698,1262,125,1290,Status Perkawinan
124,1310,434,1301,435,1366,126,1374,Pekerjaan
125,1395,697,1371,699,1432,127,1456,Kewarganegaraan
132,1473,597,1461,598,1522,133,1534,Berlaku Hingga
893,144,2034,89,2037,156,896,211,PROVINSI JAWA TENGAH
916,237,2021,184,2025,251,919,304,KABUPATEN DENPASAR
715,378,1962,318,1966,402,719,462,9352065633668564
795,547,1395,518,1397,567,798,596,JATMIKO HIDAYAT
799,629,1663,588,1666,647,802,688,PROBOLINGGO, 20-01-2000
803,707,1128,691,1131,738,805,754,LAKI-LAKI
1879,654,1972,649,1975,696,1881,700,AB
807,793,1506,759,1508,808,809,842,JL. MERDEKA NO. 426
811,875,1045,864,1047,911,813,923,997/420
815,955,1193,937,1196,985,817,1004,SEMARANG
819,1036,1341,1012,1343,1061,821,1085,LHOKSEUMAWE
822,1116,1024,1107,1026,1156,825,1165,ISLAM
826,1202,1295,1180,1297,1228,829,1250,BELUM KAWIN
830,1280,1566,1245,1569,1294,833,1329,KARYAWAN HONORER
834,1362,960,1356,962,1403,836,1409,WNI
838,1444,1338,1420,1341,1469,840,1493,SEUMUR HIDUP
2303,1250,2581,1237,2583,1286,2306,1299,SERANG
2281,1337,2612,1321,2614,1369,2283,1385,27-07-1976
