77,317,311,313,313,421,79,425,NIK
80,495,270,492,271,544,81,547,Nama
93,576,593,567,594,626,94,635,Tempat/Tgl Lahir
92,661,501,654,502,703,93,710,Jenis Kelamin
1426,632,1762,627,1763,685,1427,690,Gol Darah
81,737,312,733,313,794,82,798,Alamat
247,815,484,811,485,873,248,877,RT/RW
246,894,544,895,543,956,246,955,Kel/Des
249,981,609,975,610,1034,250,1040,Kecamatan
83,1073,313,1058,317,1122,87,1137,Agama
88,1151,662,1141,663,1199,89,1209,Status Perkawinan
88,1229,398,1230,397,1295,88,1293,Pekerjaan
86,1314,659,1307,659,1369,86,1375,Kewarganegaraan
90,1392,555,1394,555,1455,90,1453,Berlaku Hingga
935,87,1992,69,1993,136,936,154,PROVINSI GORONTALO
952,180,1979,163,1980,230,953,247,KABUPATEN TERNATE
707,316,1955,294,1956,378,709,400,4089166801405813
782,487,1315,478,1316,527,783,536,ADE PUSPASARI
783,569,1577,556,1578,614,784,627,BALIKPAPAN, 18-02-1970
785,647,1199,640,1200,688,786,695,PEREMPUAN
1862,627,1909,626,1909,673,1862,674,B
786,733,1506,721,1507,770,787,782,GG. MONGINSIDI NO. 5
788,815,1022,811,1022,859,788,863,946/863
789,895,1039,891,1040,940,790,944,BITUNG
790,977,1210,970,1211,1019,791,1026,TANGERANG
792,1057,998,1054,999,1102,793,1105,HINDU
793,1143,1013,1139,1014,1186,794,1190,KAWIN
795,1221,1300,1213,1301,1261,795,1269,BURUH HARIAN
796,1303,951,1301,952,1348,797,1350,WNA
797,1385,1298,1377,1299,1426,798,1434,SEUMUR HIDUP
2227,1237,2587,1231,2588,1278,2228,1284,PAREPARE
2242,1323,2574,1317,2575,1365,2243,1371,28-01-1983
