70,288,314,286,315,405,71,407,NIK
66,463,276,461,277,532,67,534,Nama
79,543,599,539,599,618,79,622,Tempat/Tgl Lahir
76,628,505,624,506,693,77,697,Jenis Kelamin
1410,611,1766,608,1767,686,1411,689,Gol Darah
65,704,316,702,317,783,66,785,Alamat
230,784,487,782,487,864,230,866,RT/RW
228,863,546,866,545,947,228,944,Kel/Des
231,950,611,947,612,1026,232,1029,Kecamatan
64,1040,314,1037,317,1121,67,1124,Agama
68,1118,662,1113,663,1191,69,1196,Status Perkawinan
67,1196,397,1199,396,1284,67,1280,Pekerjaan
65,1281,658,1279,657,1360,64,1362,Kewarganegaraan
68,1359,553,1365,553,1446,68,1440,Berlaku Hingga
756,62,2171,51,2171,138,757,149,PROVINSI SULAWESI SELATAN
923,155,2005,146,2005,233,923,242,KABUPATEN MATARAM
695,288,1963,278,1963,382,695,392,4749788279992106
768,460,1482,455,1483,524,769,529,PRAYOGA PRABOWO
769,542,1402,537,1402,616,769,621,BEKASI, 26-12-1970
769,620,1115,618,1116,685,770,687,LAKI-LAKI
1846,610,1913,609,1914,676,1847,677,A
770,706,1472,701,1473,770,771,775,JL. PASTEUR NO. 360
771,788,1025,786,1025,854,771,856,661/193
770,868,1254,864,1255,933,771,937,YOGYAKARTA
772,950,1074,948,1074,1017,772,1019,PADANG
773,1030,1083,1028,1083,1097,773,1099,KATOLIK
773,1116,1262,1112,1263,1180,774,1184,BELUM KAWIN
774,1194,924,1193,924,1260,774,1261,PRT
775,1276,950,1275,950,1342,775,1343,WNA
775,1358,1127,1356,1128,1424,776,1426,30-04-1970
2233,1223,2560,1220,2561,1287,2234,1290,TERNATE
2221,1309,2573,1306,2573,1374,2221,1377,22-06-1982
