486,106,1067,112,1066,165,485,159,KARTU KELUARGA
131,197,300,200,300,220,131,217,Nama Kepala Keluarga
131,221,188,222,187,243,130,242,Alamat
130,245,188,246,188,266,129,265,RT/RW
130,271,247,273,247,291,129,289,Desa/Kelurahan
968,217,1051,218,1051,235,967,234,Kecamatan
967,238,1086,240,1086,260,967,258,Kabupaten/Kota
967,258,1043,260,1042,280,967,278,Kode Pos
967,280,1029,281,1029,301,966,300,Provinsi
221,312,334,314,334,335,220,333,Nama Lengkap
262,342,291,342,291,362,262,362,(1)
499,314,534,315,533,336,499,336,NIK
502,346,531,346,531,365,501,365,(2)
600,308,649,309,649,329,599,328,Jenis
608,348,639,348,639,366,607,366,(3)
734,350,762,350,761,368,734,367,(4)
854,351,881,352,881,369,854,368,(5)
938,352,963,353,963,370,937,369,(6)
1088,354,1115,354,1114,371,1087,370,(7)
1320,357,1346,357,1345,373,1319,372,(8)
836,311,900,312,900,332,836,331,Tanggal
923,322,982,323,981,343,923,342,Agama
1055,324,1146,326,1146,341,1055,340,Pendidikan
1270,325,1396,326,1395,346,1270,345,Jenis Pekerjaan
73,313,100,313,100,331,72,330,No.
80,363,91,363,91,376,80,376,1
80,384,91,384,91,397,80,397,2
79,403,91,404,90,417,79,417,3
79,425,90,425,90,438,79,438,4
79,445,90,445,90,458,79,458,5
78,466,90,466,89,479,78,479,6
78,486,90,486,89,500,78,499,7
78,507,89,507,89,520,78,520,8
78,528,89,528,89,541,78,541,9
78,548,93,549,93,562,78,562,10
694,319,804,321,803,340,693,338,Tempat Lahir
591,328,656,330,656,347,590,346,Kelamin
843,331,891,332,891,349,843,349,Lahir
68,595,97,595,97,612,68,611,No.
79,646,87,646,87,659,78,659,1
78,667,87,667,87,680,78,680,2
77,688,87,688,86,701,77,701,3
77,708,86,709,86,722,77,722,4
77,729,86,729,86,743,76,742,5
76,750,85,750,85,763,76,763,6
76,771,85,771,85,784,76,784,7
76,791,85,791,84,805,75,804,8
75,812,84,812,84,825,75,825,9
74,833,88,833,88,846,74,845,10
242,585,378,587,377,607,242,605,Status Hubungan
640,590,783,593,783,612,640,609,Dokumen Imigrasi
1102,596,1234,598,1233,616,1101,614,Nama Orang Tua
138,584,193,585,193,605,138,604,Status
152,626,178,626,178,643,151,643,(9)
292,627,327,628,326,645,292,644,(10)
448,629,484,630,484,647,447,646,(11)
609,631,645,632,644,649,609,648,(12)
777,633,811,634,811,651,776,650,(13)
1004,637,1041,637,1040,654,1004,653,(14)
1296,639,1332,639,1332,657,1296,656,(15)
396,598,537,600,537,621,396,618,Kewarganegaraan
1000,617,1043,618,1043,636,1000,636,Ayah
1300,619,1328,620,1328,638,1300,638,Ibu
119,604,213,605,213,625,118,624,Perkawinan
249,607,373,609,373,627,248,625,Dalam Keluarga
584,614,670,615,670,631,584,629,No. Paspor
727,614,860,615,859,633,727,632,No. KITAS/KITAP
124,889,285,892,285,911,124,908,Dikeluarkan Tanggal
1088,912,1364,912,1364,935,1088,935,A DINAS KEPENUDUDUKAN DAN
652,916,824,919,823,939,652,936,KEPALA KELUARGA
124,914,198,915,198,931,124,929,LEMBAR
652,916,824,919,823,939,652,936,KEPALA KELUARGA
322,916,468,919,468,937,322,935,I.Kepala Keluarga
1129,934,1263,935,1262,955,1128,954,CATATAN SIPIL
319,936,366,937,365,958,319,957,II.RT
316,963,464,966,464,984,315,982,III.Desa/Kelurahan
315,986,429,988,429,1005,314,1003,IV.Kecamatan
666,1023,814,1025,815,1045,666,1044,Tanda Tangan/Cap Jempol
1050,1006,1340,1008,1340,1032,1050,1031,Drs. PANCARIA SEMBIRING, MDA
1099,1030,1309,1032,1309,1050,1099,1048,NIP.19601027198703 1 006
1214,97,1430,101,1429,129,1214,129,K8881381324259
554,161,941,169,941,204,553,202,No. 8881381295118637
314,224,587,229,587,249,313,244,GANG GEDEBAGE SELATAN NO. 40
313,248,336,249,336,269,313,268,-/-
313,272,391,274,391,294,312,292,CILEGON
1100,218,1242,220,1241,240,1100,238,PANGKALPINANG
1100,240,1247,243,1247,263,1099,260,PADANGPANJANG
1099,262,1152,262,1152,283,1099,282,21477
1099,281,1298,284,1298,304,1099,301,NUSA TENGGARA BARAT
314,200,575,205,574,227,314,223,DRG. ANITA HIDAYANTO, M.FARM
670,1003,964,1008,964,1032,670,1027,DRG. ANITA HIDAYANTO, M.FARM
102,361,313,365,313,385,102,381,DRG. ANITA HIDAYANTO, M.FARM
458,365,579,367,579,386,457,384,8881382709717261
580,368,645,369,644,386,580,385,LAKI-LAKI
663,369,766,370,766,388,663,386,LHOKSEUMAWE
832,370,902,371,902,389,831,388,27-09-1971
902,371,947,372,946,390,902,389,ISLAM
996,372,1086,373,1086,391,996,390,D-IV/STRATA I
1203,375,1334,377,1333,395,1203,392,KARYAWAN SWASTA
99,645,147,646,147,663,99,663,KAWIN
230,646,353,648,353,666,229,664,KEPALA KELUARGA
393,648,425,649,425,667,393,666,WNI
879,654,982,656,982,674,879,672,RADEN LAKSITA
1176,658,1274,659,1273,677,1176,676,SUCI NABABAN
102,382,204,384,204,402,101,400,NOVA NASYIAH
457,386,579,388,579,406,457,404,8881385811767261
580,388,664,390,664,407,579,406,PEREMPUAN
662,389,737,391,737,408,662,407,BENGKULU
831,391,902,392,901,410,831,409,18-11-1976
902,392,946,393,946,410,901,410,ISLAM
996,393,1086,394,1086,412,995,410,D-IV/STRATA I
1202,395,1277,397,1276,414,1202,413,APOTEKER
99,665,147,666,147,684,99,683,KAWIN
229,667,269,668,269,685,229,685,ISTRI
393,669,425,669,425,687,392,687,WNI
879,675,1009,677,1009,695,878,693,SABRINA LATUPONO
1176,678,1296,681,1296,698,1175,696,R. HESTI MAULANA
101,403,262,405,261,424,101,421,DT. CAWISONO WASKITA
457,407,579,409,578,427,457,425,8881386502847261
579,409,664,410,663,428,579,427,PEREMPUAN
662,410,792,412,792,430,662,428,TIDORE KEPULAUAN
831,412,901,413,901,431,831,429,25-02-1984
901,412,946,413,946,431,901,430,ISLAM
995,413,1043,414,1043,432,995,431,D-I/D-II
1202,416,1260,417,1259,435,1202,434,PASTUR
99,686,147,687,146,705,98,704,KAWIN
229,688,269,688,268,706,229,705,ISTRI
392,690,425,690,424,708,392,707,WNI
878,696,985,697,984,715,878,713,CARLA MARYADI
1175,699,1295,701,1295,719,1175,717,DRG. ANA RAHAYU
101,423,206,425,206,443,101,442,SARAH TAYLOR
457,427,578,430,578,448,456,446,8881385104847261
579,430,663,431,663,449,579,447,PEREMPUAN
662,431,764,432,764,450,662,448,NORTH KELSEY
831,432,901,434,901,451,831,450,11-04-1984
901,433,946,434,946,452,901,451,ISLAM
995,434,1086,436,1085,453,995,452,D-IV/STRATA I
1202,437,1311,439,1311,456,1202,455,PENATA BUSANA
99,707,147,708,146,725,98,725,KAWIN
229,708,269,709,268,727,229,726,ISTRI
392,710,430,711,429,729,392,728,WNA
546,712,609,713,609,731,545,730,E0992023
712,714,802,716,802,734,712,732,4P22H58413-F
878,716,1011,719,1010,736,877,734,ALEXANDER MORRIS
1175,720,1274,722,1274,739,1175,738,KRISTI INGRAM
101,444,307,448,307,467,100,464,DR. XANANA NAJMUDIN, S.FARM
456,448,578,450,577,468,456,466,8881385010887261
579,450,663,452,663,470,578,468,PEREMPUAN
662,451,725,452,724,470,662,469,SORONG
831,453,901,454,901,472,830,471,10-10-1988
901,454,946,455,945,472,901,472,ISLAM
995,455,1108,457,1107,474,995,472,SLTA/SEDERAJAT
1202,457,1264,459,1264,476,1202,475,NOTARIS
98,727,146,728,146,746,98,745,KAWIN
228,729,270,730,270,747,228,747,ANAK
392,731,424,732,424,749,392,749,WNI
878,737,1083,741,1082,760,878,756,DRG. ANITA HIDAYANTO, M.FARM
1175,740,1331,743,1330,761,1175,758,DT. CAWISONO WASKITA
101,465,238,467,238,485,100,483,GAMANI KURNIAWAN
456,469,578,471,578,489,456,487,8881382307937261
579,471,643,472,643,490,578,489,LAKI-LAKI
661,472,755,474,755,491,661,490,BANJARMASIN
830,474,901,475,900,493,830,491,23-07-1993
901,475,945,475,945,493,900,492,ISLAM
995,475,1064,477,1064,494,994,493,STRATA III
1201,478,1304,480,1303,498,1201,496,TIDAK BEKERJA
98,748,190,750,190,768,98,766,BELUM KAWIN
