192,29,449,35,447,81,191,75,INDONESIA
489,55,682,63,681,94,488,87,DRIVING LICENSE
193,70,454,77,454,107,193,100,SURAT IZIN MENGEMUDI
547,85,605,86,604,144,546,143,D
218,171,457,176,456,209,216,203,SABAR SIREGAR
217,198,470,204,469,241,216,233,BINJAI, 20-10-1976
214,225,343,230,342,263,212,261,O-PRIA
212,256,603,263,603,296,211,289,GANG MOCH. RAMDAN NO. 57
245,285,380,287,379,320,244,318,SUKAJADI
244,313,503,317,503,350,244,346,KALIMANTAN BARAT
212,336,362,341,361,374,210,370,PENELITI
212,363,346,367,346,400,211,399,KALTIM
456,138,684,142,684,176,456,172,7660-8064-047938
522,421,658,424,658,457,522,454,01-07-2000
