198,31,454,40,452,86,196,77,INDONESIA
494,61,687,71,686,102,493,93,DRIVING LICENSE
198,72,459,83,458,113,198,102,SURAT IZIN MENGEMUDI
552,91,610,93,608,151,550,149,D
222,174,429,181,428,214,220,206,LALA RAJATA
221,201,532,212,530,249,219,236,MAKASSAR, 18-01-2000
217,228,383,235,382,268,215,263,A-WANITA
215,258,586,269,585,302,213,291,JALAN CIUMBULEUIT NO. 29
247,287,412,292,411,325,246,320,ASIA AFRIKA
246,315,505,323,504,356,245,348,KALIMANTAN BARAT
214,338,366,345,365,378,212,372,NOTARIS
214,366,393,373,392,406,212,401,BENGKULU
460,144,688,150,687,184,459,178,4885-8539-926521
523,428,659,432,658,465,522,461,18-09-2004
