192,28,449,34,447,80,191,74,INDONESIA
489,53,682,61,681,92,488,85,DRIVING LICENSE
194,69,454,76,454,106,193,99,SURAT IZIN MENGEMUDI
547,83,605,84,605,142,547,141,D
218,170,502,176,502,209,217,202,CHANDRA SANTOSO
218,197,546,204,545,241,216,232,PAGARALAM, 30-05-1977
214,224,397,230,397,263,213,260,AB-WANITA
213,255,628,261,627,294,211,288,GANG TUBAGUS ISMAIL NO. 262
246,284,402,286,402,319,245,317,SETIABUDHI
245,312,504,316,504,349,245,345,KALIMANTAN UTARA
213,335,449,341,448,374,211,369,TIDAK BEKERJA
213,362,308,366,308,399,212,398,NTB
457,137,685,140,684,174,456,171,7346-7090-710530
524,420,660,422,659,455,523,453,10-10-1996
