195,32,442,37,441,73,195,68,INDONESIA
492,56,675,63,675,84,492,78,DRIVING LICENSE
197,73,448,79,448,99,197,93,SURAT IZIN MENGEMUDI
552,88,595,88,594,132,551,132,A
224,177,472,181,472,198,223,195,LATIKA WIJAYANTI
224,204,491,209,490,230,222,225,MANADO, 07-07-1972
220,231,333,236,333,253,219,253,B-PRIA
219,262,653,267,653,284,218,281,GANG HOS. COKROAMINOTO NO. 9
253,291,415,292,415,309,253,308,RUMAH SAKIT
252,319,410,320,410,337,252,336,DKI JAKARTA
219,342,344,346,344,363,218,362,PELAUT
220,369,351,373,351,390,219,391,KALBAR
463,143,675,145,675,163,463,161,2886-5423-796173
531,425,651,427,651,444,531,442,15-08-1977
